;Barcode;Title;Year;Location
369.6;TM014270;Onderzoek mode;2000;Bibliotheek AMFI
369.6;HV011632;Open 4;2005;Bibliotheek AMFI
369.6;TM017913;Streetscapes;1998;Bibliotheek AMFI
369.6;TM017115;Retail entertainment;1998;Bibliotheek AMFI
369.6;FM006133;Visual merchandising and display;1998;Bibliotheek AMFI
369.6;TM010563;Store windows that sell;1985;Bibliotheek AMFI
369.6;HV101719;Green retail design;2010;Bibliotheek AMFI
369.6;HV037232;Visual merchandising and display;2006;Bibliotheek AMFI
369.6;TM010448;Point of purchase design annual 2;1994;Bibliotheek AMFI
369.6;FM002579;Windows;1999;Bibliotheek AMFI
369.6;HV113785;Powershop 3;2012;Bibliotheek AMFI
369.6;FM000025;Powershop;2002;Bibliotheek AMFI
369.6;FM003034;Prada;2001;Bibliotheek AMFI
369.6;HV004950;Prada;2001;Bibliotheek AMFI
369.6;HV019257;Shaping interior space;2003;Bibliotheek AMFI
369.6;HV023866;Retail & interior design;2004;Bibliotheek AMFI
369.6;TM024119;Interior graphic and design standards;1986;Bibliotheek AMFI
369.6;FM002628;Retail design;2000;Bibliotheek AMFI
369.6;HV005878;The store manual;2005;Bibliotheek AMFI
369.6;FM002651;The concept is the hero;1999;Bibliotheek AMFI
369.6;HV022403;Faszination Visual Merchandising;2002;Bibliotheek AMFI
369.6;TM017926;In-store signage & graphics;1998;Bibliotheek AMFI
369.6;TM010108;Commerciële prakt?k in een winkelorganisatie;1994;Bibliotheek AMFI
369.6;FM002464;Mannequins;1981;Bibliotheek AMFI
369.6;TM006868;Vital mummies;1995;Bibliotheek AMFI
369.6;TM024670;The power of display;1998;Bibliotheek AMFI
369.6;HV094519;Very small shops;2009;Bibliotheek AMFI
369.6;HV015037;Stores and retail spaces six;2005;Bibliotheek AMFI
369.6;TM024002;Stores and retail spaces;1998;Bibliotheek AMFI
369.6;HV068522;Stores and retail spaces 9;2008;Bibliotheek AMFI
369.6;HV004325;Temporary buildings;2000;Bibliotheek AMFI
369.6;HV021623;Tentoonstellingsvormgeving;2002;Bibliotheek AMFI
369.6;HV063767;3deluxe;2008;Bibliotheek AMFI
369.6;FM003341;Restyling van het DA-exterieur;2002;Bibliotheek AMFI
369.6;HV005733;Retail desire;2004;Bibliotheek AMFI
369.6;TM000168;Van winkelformule naar winkelmerk;1994;Bibliotheek AMFI
369.6;HV012879;Visual merchandising 3;2002;Bibliotheek AMFI
369.6;HV056024;Visual merchandising 4;2005;Bibliotheek AMFI
369.6;TM010968;Visual merchandising;1997;Bibliotheek AMFI
 369.6  2;FM002575;Visual merchandising 2;2000;Bibliotheek AMFI
369.6;HV043828;Victor Gruen;2005;Bibliotheek AMFI
369.6;HV051481;Paris in store;2004;Bibliotheek AMFI
369.6;HV054023;London in store;2005;Bibliotheek AMFI
369.6;HV038208;The aesthetics of merchandise presentation;2005;Bibliotheek AMFI
369.6;HV018216;Concept shops;2002;Bibliotheek AMFI
369.6;HV069107;When space meets art;2007;Bibliotheek AMFI
369.6;TM024023;Winkelbeheer 1;1998;Bibliotheek AMFI
369.6;TM024024;Winkelbeheer 2;1998;Bibliotheek AMFI
369.6;HV003458;Wonderwall;2003;Bibliotheek AMFI
369.6;HV063766;Wonderwall;2008;Bibliotheek AMFI
369.6;TM016317;World shops & fashion boutiques;1997;Bibliotheek AMFI
369.7;HV003230;What is packaging design?;2004;Bibliotheek AMFI
369.7;HV100811;Gift wrapping with textiles;2005;Bibliotheek AMFI
369.7;HV107781;Package design in Japan;1989;Bibliotheek AMFI
369.7;TM042923;Verpackung und Umwelt;1992;Bibliotheek AMFI
369.8;TM042872;Logistiek handelen;1993;Bibliotheek AMFI
369.8;HV013465;Binnenstedenproblematiek m.b.t. het aanleveren van winkels;2001;Bibliotheek AMFI
369.8;HV019251;Retail buying;2003;Bibliotheek AMFI
369.8;TM010723;Retail buying;1997;Bibliotheek AMFI
369.8;HV084099;Fashion buying;2007;Bibliotheek AMFI
369.8;HV019431;Perry's Department Store;2003;Bibliotheek AMFI
369.8;TM000033;Op weg naar integrale logistieke structuren;1985;Bibliotheek AMFI
369.8;TM024419;Vertikale Vertriebskooperation in der Bekleidungswirtschaft;1998;Bibliotheek AMFI
369.8;TM000441;Quick response in apparel manufacturing;1990;Bibliotheek AMFI
369.8;TM000435;Internationale Beschaffungsstrategien in der Textil- und Bekleidungsindustrie;1994;Bibliotheek AMFI
369.8;HV010534;Integration of fashion value chain: destination India;2004;Bibliotheek AMFI
369.8;TM014310;Mastering fashion buying and merchandising management;2001;Bibliotheek AMFI
369.8;TM024405;Quick response;1999;Bibliotheek AMFI
369.8;HV013469;The Netherlands;2001;Bibliotheek AMFI
369.8;HV001316;Maatrelaties;2003;Bibliotheek AMFI
369.8;TM042045;Inkoopprakt?k van vier grote Nederlandse kledingdetaillisten;1994;Bibliotheek AMFI
369.8;HV063171;Mathematics for retail buying;2008;Bibliotheek AMFI
369.8;HV098008;Inkoop in strategisch perspectief;2008;Bibliotheek AMFI
369.9;TM042816;Produktiebeheersing en material management;1990;Bibliotheek AMFI
369.9;TM000037;Logistiek verbeteren;1990;Bibliotheek AMFI
369.9;HV071996;Fashion Logistics;2010;Bibliotheek AMFI
369.9;HV009833;Virtuelle Marktplätze in der Textil- und Bekleidungsindustrie;2002;Bibliotheek AMFI
369.9;TM010006;Materiaalstroombeheersing;1990;Bibliotheek AMFI
369.9;TM000027;Integrale logistiek in het kledingdistributiekanaal;1992;Bibliotheek AMFI
369.9;FM003602;Kledinglogistiek: in de mode;2003;Bibliotheek AMFI
369.9;TM010224;Logistics;1992;Bibliotheek AMFI
369.9;TM011294;Logistics and distribution planning;1994;Bibliotheek AMFI
369.9;TM024691;A stitch in time;1999;Bibliotheek AMFI
369.9;HV092773;SupplyTex;2010;Bibliotheek AMFI
369.9;TM042543;Orderafhandeling: op t?d leveren;1982;Bibliotheek AMFI
369.9;TM010979;Koordinationsorientiertes Logistik-Management in der Textilwirtschaft;1996;Bibliotheek AMFI
371.3;HV099595;Bread & Butter birthday book;2011;Bibliotheek AMFI
371.8;TM024504;Guide to producing a fashion show;1993;Bibliotheek AMFI
371.8;HV063967;Meer waarde van de catwalk;2007;Bibliotheek AMFI
371.8;HV039155;Showtime;2006;Bibliotheek AMFI
371.8;TM041960;V?ftig in veertig;1989;Bibliotheek AMFI
 372 .1 ;TM048109;Beginselen van de techniek van de handel;1990;Bibliotheek AMFI
372.3;TM000318;Transnational management;1995;Bibliotheek AMFI
372.3;TM000419;Importing garments through Hong Kong;1993;Bibliotheek AMFI
372.3;FM003263;Chinese business negotiating style;1999;Bibliotheek AMFI
372.3;HV038042;Get connected;2005;Bibliotheek AMFI
372.3;TM042907;Informatiegids internationale handel;1992;Bibliotheek AMFI
372.3;HV084267;Vertikales Retail-Management in der Fashion-Branche;2007;Bibliotheek AMFI
372.3;1514700-10;Kompas;1999;Bibliotheek AMFI
372.3;HV078368;Perry's Department Store;2006;Bibliotheek AMFI
372.3;TM010178;Exporting and importing fashion;1994;Bibliotheek AMFI
372.5;TM047904;Mensen - Mode - Handel;1993;Bibliotheek AMFI
372.6;1196915-10;Internationalisierung im Einzelhandel;1996;Bibliotheek AMFI
372.6;HV012790;Winkelvoorzieningen op waarde geschat;2003;Bibliotheek AMFI
372.6;HV079619;Fashion retailing;2006;Bibliotheek AMFI
372.6;TM010724;Erfolg in schwierigen Märkten - internationale Konzepte und Strategien für den Modeeinzelhandel vo;1995;Bibliotheek AMFI
372.6;HV018833;Fashion entrepreneurship;2003;Bibliotheek AMFI
372.6;HV112557;Retailing in emerging markets;2011;Bibliotheek AMFI
372.6;TM011348;Trendrapport ambulante handel;1996;Bibliotheek AMFI
372.6;TM016673;Retail internationalisation;1997;Bibliotheek AMFI
372.6;TM024191;De modebranche in het jaar 2002;1998;Bibliotheek AMFI
372.6;TM010118;Retailing management;1995;Bibliotheek AMFI
372.6;TM010007;Af fabriek naar publiek;1992;Bibliotheek AMFI
372.6;TM042884;Modern retailing;1992;Bibliotheek AMFI
372.6;TM010109;Commerciële prakt?k in een winkelorganisatie;1995;Bibliotheek AMFI
372.6;HV023146;Trendrapport 2004;2003;Bibliotheek AMFI
372.61;HV092460;Chancen und Risiken von Brick & Click: multi-channel-marketing im Bekleidungseinzelhandel;2009;Bibliotheek AMFI
372.61;HV119026;De thuiswinkel e-gids 2012;2012;Bibliotheek AMFI
375.2;HV057728;Moderne hotels;2004;Bibliotheek AMFI
375.2;HV057528;Night fever;2005;Bibliotheek AMFI
375.2;HV057258;Ultimate hotel design;2004;Bibliotheek AMFI
375.2;HV057341;Ultimate restaurant design;2004;Bibliotheek AMFI
375.3;HV011238;Global traffic management;2001;Bibliotheek AMFI
380.7;HV040989;Source-it;2005;Bibliotheek AMFI
380.7;HV013945;Excellence in retail;2002;Bibliotheek AMFI
380.7;HV019962;Globalisierung und Strukturwandel der deutschen Textil- und Bekleidungsindustrie;2003;Bibliotheek AMFI
380.7;TM016167;Standortsicherung in der Textil- und Bekleidungsindustrie;1996;Bibliotheek AMFI
380.7;HV043464;The apparel industry;2006;Bibliotheek AMFI
380.7;TM000138;Thechanging map of European textiles;1994;Bibliotheek AMFI
380.7;HV013468;Local industry in global networks;2003;Bibliotheek AMFI
380.7;TM000516;Zur aktuellen Situation der Bekleidungsfertigung;1995;Bibliotheek AMFI
385.4;HV107705;Amstel, het verhaal van ons bier;2010;Bibliotheek AMFI
386.5;TM000223;Der Markt für Bekleidung in Schweden;1993;Bibliotheek AMFI
386.5;TM024787;Benchmarking EU export performance in textiles and clothing;2000;Bibliotheek AMFI
 386.5  1999;TM024792;Bodywear;1999;Bibliotheek AMFI
386.5;HV113913;India by design;2009;Bibliotheek AMFI
386.5;HV139264;Wever? 'De Ploeg' van 1923 tot 1957;1984;Bibliotheek AMFI
386.5;TM000143;De detailhandel in bodyfashion-artikelen;1993;Bibliotheek AMFI
386.5;TM042890;Acompetitive analysis of finished textile and clothing products;1992;Bibliotheek AMFI
 386.5  88/94;TM000346;Données structurelles sur l'industrie des textiles et de l'habillement dans l'UE 1988-1994;1995;Bibliotheek AMFI
 386.5  91/92;TM042906;The EC textile and clothing industry 1991/1992;1993;Bibliotheek AMFI
386.5;TM041775;Eenheid in de organisatie der Nederlandse kleding industrie;1949;Bibliotheek AMFI
 386.5  1995;TM011992;The EU textile and clothing industry 1995;1996;Bibliotheek AMFI
 386.5  1997;TM010576;The EU textile and clothing industry 1997;1997;Bibliotheek AMFI
 386.5  1998;TM016531;The EU textile and clothing sector 1998;1998;Bibliotheek AMFI
 386.5  1999;TM024171;The EU textile and clothing sector 1999;1999;Bibliotheek AMFI
 386.5  2000;TM014038;The EU textile and clothing sector 2000;2000;Bibliotheek AMFI
 386.5  92/93;TM000078;The EU Textile and clothing industry 1992/1993;1994;Bibliotheek AMFI
 386.5  93/94;TM000347;The EU textile and clothing industry 1993/1994;1995;Bibliotheek AMFI
386.5;HV030365;Fashion design in the Netherlands;2006;Bibliotheek AMFI
386.5;TM010258;Bestemming Semarang;1991;Bibliotheek AMFI
386.5;TM010257;Fabriqueurs en fabrikanten;1983;Bibliotheek AMFI
386.5;TM010261;Elke dag een draadje...;1985;Bibliotheek AMFI
386.5;TM000167;Inside the fashion business;1991;Bibliotheek AMFI
386.5;HV107382;Heavenly soles;2011;Bibliotheek AMFI
 386.5  1995;TM000466;Van ledikantje tot sp?kerjack;1995;Bibliotheek AMFI
386.5;HV053380;The travels of a t-shirt in the global economy;2005;Bibliotheek AMFI
386.5;TM010255;Onderneming en familisme;1984;Bibliotheek AMFI
386.5;TM010260;Schering en inslag;1982;Bibliotheek AMFI
 386.5  1992;TM000041;Underwear, nightwear and swimwear;1992;Bibliotheek AMFI
386.5;TM042794;De vr?et?dskledingmarkt in beeld;1991;Bibliotheek AMFI
386.5;HV103148;Vingt ans de système de mode;2008;Bibliotheek AMFI
386.5;TM000482;DeZweedse kledingmarkt;1995;Bibliotheek AMFI
387;HV000152;Absolut Mode;2004;Bibliotheek AMFI
387;HV114523;Blue is the new black;2012;Bibliotheek AMFI
387;HV100624;Fashion & textiles;2010;Bibliotheek AMFI
387;HV084523;Developing and branding the fashion merchandising portfolio;2007;Bibliotheek AMFI
387;HV114575;Fashion entrepreneur;2013;Bibliotheek AMFI
387;HV060437;The business of fashion;2007;Bibliotheek AMFI
387;TM016236;Fashion apparel and accessories;1993;Bibliotheek AMFI
387;HV078511;Mastering fashion styling;1999;Bibliotheek AMFI
387;HV051949;Dutchcatwalk;2006;Bibliotheek AMFI
387;TM024735;Fachwissen Textileinzelhandel;2000;Bibliotheek AMFI
387;HV076966;The fashion handbook;2006;Bibliotheek AMFI
387;HV062523;Fashion;2008;Bibliotheek AMFI
387;FM003014;The textile book;2002;Bibliotheek AMFI
387;HV056192;Fashion and textiles;2004;Bibliotheek AMFI
387;HV050941;The fashion designer survival guide;2005;Bibliotheek AMFI
387;HV076003;Careers in fashion and textiles;2006;Bibliotheek AMFI
387;TM043033;Mode en kleding;1988;Bibliotheek AMFI
387;TM041950;Holland fashion book;1987;Bibliotheek AMFI
387;HV011903;Modebewust?;2005;Bibliotheek AMFI
387;TM014170;Repère mode & textile 96;1996;Bibliotheek AMFI
387;HV096768;Fashion makers, fashion shapers;2009;Bibliotheek AMFI
387;FM007237;Inside the fashion business;1997;Bibliotheek AMFI
387;TM010980;So you want to work in the fashion business?;1998;Bibliotheek AMFI
387;HV057471;Inleiding modeontwerp;2005;Bibliotheek AMFI
387;HV114554;Inleiding modeontwerp;2005;Bibliotheek AMFI
387;HV036141;Fashion design;2005;Bibliotheek AMFI
387;HV090298;Apparel;2008;Bibliotheek AMFI
387;HV060290;The language of fashion and design;2007;Bibliotheek AMFI
387;HV114501;The fashion resource book;2012;Bibliotheek AMFI
387;HV114537;Design, create, sell;2012;Bibliotheek AMFI
387;HV114402;Styling;2011;Bibliotheek AMFI
387;HV113934;Designing clothes;2007;Bibliotheek AMFI
387;HV100639;How to set up & run a fashion label;2009;Bibliotheek AMFI
387;HV039707;Modevorming;2001;Bibliotheek AMFI
387;HV039706;Modevorming;2006;Bibliotheek AMFI
387;HV005753;Mode, Marken, Märkte;2002;Bibliotheek AMFI
387;HV039714;Modevorming;2006;Bibliotheek AMFI
387;TM041499;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
387;TM041500;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
387;TM042759;Kleding, van idee tot eindprodukt;1991;Bibliotheek AMFI
387;HV041792;Careers!;2005;Bibliotheek AMFI
387;HV031114;Pocket textile merchandising & marketing expert;2007;Bibliotheek AMFI
387;HV071183;Developing a collection;2009;Bibliotheek AMFI
387;FM003957;Repères mode 2003;2003;Bibliotheek AMFI
387;TM016508;Mode & Textil;1998;Bibliotheek AMFI
387;HV078354;Apparel merchandising;2006;Bibliotheek AMFI
387;HV037231;Apparel merchandising;2006;Bibliotheek AMFI
387;HV113782;Research and design;2012;Bibliotheek AMFI
387;HV096464;Fashion design;2009;Bibliotheek AMFI
387;HV043777;The fundamentals of fashion design;2006;Bibliotheek AMFI
387;HV078339;InFashion;2007;Bibliotheek AMFI
387;TM014053;Stylist (m/v) ont(k)leed;1988;Bibliotheek AMFI
387;HV100787;The fashion designer's directory of shape and style;2008;Bibliotheek AMFI
387;HV063318;Textiles and fashion;2008;Bibliotheek AMFI
387;HV038570;How fashion works;2004;Bibliotheek AMFI
387;HV071702;Uncovering fashion;2009;Bibliotheek AMFI
388;TM042137;Werken... in de textielindustrie';1985;Bibliotheek AMFI
388;HV100812;The Ashgate companion to the history of textile workers, 1650-2000;2010;Bibliotheek AMFI
388;TM000246;75 jaar kledingindustrie in Oost Nederland;1994;Bibliotheek AMFI
388;TM010264;De kadans van de getouwen;1985;Bibliotheek AMFI
 388  1;HV012727;The Cambridge history of western textiles;2003;Bibliotheek AMFI
 388  2;HV012728;The Cambridge history of western textiles;2003;Bibliotheek AMFI
388;TM042747;20 eeuwen vlas in Vlaanderen;1984;Bibliotheek AMFI
388;HV092016;Geschiedenis van de textieltechniek;1992;Bibliotheek AMFI
388;TM010256;De draad van de toekomst;1991;Bibliotheek AMFI
388;TM010379;Gezien door het oog van de naald;1992;Bibliotheek AMFI
388;TM042782;Gezien door het oog van de naald;1992;Bibliotheek AMFI
388;TM000296;Sériciculture - Filature - Moulinage - Tissage;1995;Bibliotheek AMFI
388;HV154122;Naaisters in Amsterdam, 1870-1914;1979;Bibliotheek AMFI
388;TM042245;De textielvoorziening van Nederland gedurende den bezettingst?d, 1940-1945;1947;Bibliotheek AMFI
388;TM010259;De eerste grote industriële fusie in Nederland na de Tweede Wereldoorlog;1981;Bibliotheek AMFI
388;TM042878;Trade policy and the search for textile markets;1992;Bibliotheek AMFI
388;FM003141;"""Au bonheur des dames""";1949;Bibliotheek AMFI
388;TM042180;V?fduizend jaar kledingzorgen;1948;Bibliotheek AMFI
389;FM002429;Liberty's;1975;Bibliotheek AMFI
389;HV021259;Koopmansgeest;2002;Bibliotheek AMFI
389;HV096247;Liberty & Co. in the fifties and sixties;2009;Bibliotheek AMFI
389;TM024590;Wie let er op de winkel?;1999;Bibliotheek AMFI
389;FM002934;Winkelen in weelde;2001;Bibliotheek AMFI
389;TM042998;Honderd jaar grootwinkelbedr?f in Nederland;1993;Bibliotheek AMFI
389;HV066539;Modepaleizen in Amsterdam;2007;Bibliotheek AMFI
389;TM004971;t Gonst;1995;Bibliotheek AMFI
389;HV061009;t Gonst;1995;Bibliotheek AMFI
389;FM003229;Shopping for pleasure;2000;Bibliotheek AMFI
389;HV011631;Sales tales;2005;Bibliotheek AMFI
389;FM002527;Nog stof genoeg om over te praten;1993;Bibliotheek AMFI
389;HV021099;Shopping;2002;Bibliotheek AMFI
389;TM000502;Van corset tot push-up beha;1996;Bibliotheek AMFI
389;FM003326;Van kousen en kansen;1998;Bibliotheek AMFI
389;HV107796;Veertig jaar Tally-Ho, 1966-2006;2006;Bibliotheek AMFI
389;HV114495;Broekmannen;2012;Bibliotheek AMFI
389;HV063172;In de winkel van Sinkel is alles te koop;2008;Bibliotheek AMFI
389;HV063481;Shopping in the Renaissance;2005;Bibliotheek AMFI
396.6;TM042669;Criminaliteit en de detailhandel;1992;Bibliotheek AMFI
396.6;HV063167;Gomorrah;2007;Bibliotheek AMFI
397.7;HV078738;Rechtsprobleme der Mode- und Textilbranche;2006;Bibliotheek AMFI
397.7;TM042239;Beknopt ondernemingsrecht;1984;Bibliotheek AMFI
397.77;TM024362;Just changed enough ? Copying and protection of fabric designs;1998;Bibliotheek AMFI
397.77;HV153226;Auteursrecht voor ontwerpers;2013;Bibliotheek AMFI
397.77;TM017102;Design protection in the fashion and textile industry;1997;Bibliotheek AMFI
397.77;TM010998;Modellenrecht;1998;Bibliotheek AMFI
399.67;FM002403;Armes et armures du Japon ancien;1980;Bibliotheek AMFI
399.67;FM002399;The armours of Henry VIII;1977;Bibliotheek AMFI
399.67;FM002378;Het beeldwoordenboek van de militaire uniformen;1992;Bibliotheek AMFI
399.67;TM045126;Het beeldwoordenboek van de militaire uniformen;1992;Bibliotheek AMFI
399.67;TM043209;Daimy?, seigneurs de la guerre;1989;Bibliotheek AMFI
399.67;FM002419;The manufacture of armour and helmets in sixteenth century Japan (Ch?kokatch? seisakuben);1963;Bibliotheek AMFI
399.67;FM002425;Armes et armures de Charlemagne à Louis XIV;1967;Bibliotheek AMFI
414.34;TM047931;Archetypen;1991;Bibliotheek AMFI
414.9;HV060415;Het slimme onbewuste;2007;Bibliotheek AMFI
415.2;HV056737;Incredible visual illusions;2004;Bibliotheek AMFI
415.3;HV009622;The paradox of choice;2005;Bibliotheek AMFI
415.4;HV113522;Creativiteit & inspiratie;2011;Bibliotheek AMFI
415.4;HV107714;Defining creativity;2014;Bibliotheek AMFI
415.4;HV084634;Creativiteit hoe?zo!;2002;Bibliotheek AMFI
415.4;HV079139;Creativity today;2007;Bibliotheek AMFI
415.4;TM024645;Creativiteit;1998;Bibliotheek AMFI
415.4;HV078541;Blink;2005;Bibliotheek AMFI
415.4;HV066522;Intuïtie;2007;Bibliotheek AMFI
415.4;HV113972;Creative thinkering;2011;Bibliotheek AMFI
415.4;HV106703;Hoe verzin je het?;2010;Bibliotheek AMFI
415.5;HV107718;Steal like an artist;2012;Bibliotheek AMFI
415.9;TM024212;Atlas van de belevingswereld;1999;Bibliotheek AMFI
417;TM003329;Body images;1990;Bibliotheek AMFI
417;HV004544;(Im)perfect;2004;Bibliotheek AMFI
420;TM043158;Trajecten;1992;Bibliotheek AMFI
420;TM041572;Alien worlds;1993;Bibliotheek AMFI
422.4;TM006138;Secrets of the Zodiac;1993;Bibliotheek AMFI
429;TM003287;Concise guide to tarot;1994;Bibliotheek AMFI
450.8;HV017099;Hoe schr?f ik een scriptie;2002;Bibliotheek AMFI
450.8;TM016693;Scriptieproblemen;1997;Bibliotheek AMFI
450.8;TM041530;Scripties schr?ven in de sociale wetenschappen;1991;Bibliotheek AMFI
450.8;TM010016;A manual for writers of term papers, theses, and dissertations;1996;Bibliotheek AMFI
487.9;TM042635;"Eindrapport van de werkgroep ""werkplan stages""";1984;Bibliotheek AMFI
487.9;TM016280;A guide to analyzing your fashion industry internship;1996;Bibliotheek AMFI
487.9;HV010649;The fashion intern;2004;Bibliotheek AMFI
489.22;TM024462;Concordia per textilia;1994;Bibliotheek AMFI
489.22;HV113276;Textiles on the move;2009;Bibliotheek AMFI
489.23;HV063469;100 Jahre textile Ausbildung in Mönchengladbach;2001;Bibliotheek AMFI
489.54;TM009884;Almanak eindexamen 1996;1996;Bibliotheek AMFI
